suite_number,ship_date_kst,trans_date_utc_package,package_id,inner_package_id,profit_case,package_merchant,order_type,package_type,country_code,country_name,carrier,carrier_service,package_weight,dimension_weight,package_count,reference_type,goods_revenue_krw,goods_revenue_usd,warehouse_revenue_krw,warehouse_revenue_usd,shipping_revenue_krw,shipping_revenue_usd,profit_krw,profit_usd,storage_fee_usd,storage_fee_krw,request_photo_fee_usd,request_photo_fee_krw,repack_fee_usd,repack_fee_krw,bubble_wrap_fee_usd,bubble_wrap_fee_krw,vacuum_repack_fee_usd,vacuum_repack_fee_krw,plasticbox_fee_usd,plasticbox_fee_krw,remove_papertube_fee_usd,remove_papertube_fee_krw,inclusion_fee_usd,inclusion_fee_krw,bfm_extra_fee_usd,bfm_extra_fee_krw,receiving_fee_usd,receiving_fee_krw,package_extra_fee_usd,package_extra_fee_krw,shipping_fee_usd,shipping_fee_krw,customer_cost_krw,customer_cost_usd,original_cost_krw,original_cost_usd,fuel_surcharge_cost_krw,fuel_surcharge_cost_usd,marked_up_cost_krw,marked_up_cost_usd,origin_usd_krw_package,usd_krw_package
I7913,2026-01-19,2026-01-16,805046,0,1,WEVERSE,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,600,1740,1,ASN,0,0,0,0,35105,24.58,8100,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.58,35105,35100,24.58,27000,18.91,0,0,8100,5.67,1472.360005,1428.189205
F3562,2026-01-19,2026-01-16,823779,0,1,twt,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,100,100,1,ASN,0,0,0,0,10654,7.46,2970,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46,10654,12870,9.01,9900,6.93,0,0,2970,2.08,1472.360005,1428.189205
I5789,2026-01-19,2026-01-16,783422,0,1,Weverse shop ,WE_SHIP,SINGLE,IT,Italia,FEDEX,INTERNATIONAL_PRIORITY,400,1037,1,ASN,0,0,0,0,56656,39.67,12257,8.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.67,56656,56654,39.67,30340,21.24,14057,9.84,12257,8.58,1472.360005,1428.189205
L2225,2026-01-19,2026-01-16,796105,0,1,Weverse shop,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,300,1037,1,ASN,0,0,0,0,26393,18.48,6090,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48,26393,26390,18.48,20300,14.21,0,0,6090,4.26,1472.360005,1428.189205
I6795,2026-01-16,2026-01-15,809326,0,1,우체국,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,2300,3559,1,ASN,0,0,0,0,19477,13.7,7384,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,19477,19478,13.7,7510,5.28,4585,3.23,7384,5.19,1465.619516,1421.650931
H1815,2026-01-16,2026-01-14,818286,0,1,DGEL,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,14300,14300,1,ASN,0,0,0,0,65619,45.73,23321,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,65619,65613,45.73,26260,18.3,16032,11.17,23321,16.25,1479.307346,1434.928126
A9629,2026-01-16,2026-01-14,787989,0,1,Fromm,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,11400,11400,1,ASN,0,0,0,0,52246,36.41,18702,13.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.41,52246,52242,36.41,20826,14.51,12714,8.86,18702,13.03,1479.307346,1434.928126
F8816,2026-01-16,2026-01-13,807973,0,1,FANS Shop,WE_SHIP,SINGLE,AU,Australia,UPS,WORLDWIDE_SAVER,1400,2100,1,ASN,0,0,0,0,35697,25.03,12987,9.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.03,35697,35698,25.03,14102,9.89,8609,6.04,12987,9.11,1470.280439,1426.172026
O5172,2026-01-16,2026-01-15,823482,0,1,Gmarket,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,9100,14861,1,ASN,0,0,0,0,67855,47.73,24094,16.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.73,67855,67849,47.73,27169,19.11,16587,11.67,24094,16.95,1465.619516,1421.650931
H1815,2026-01-16,2026-01-14,818296,0,1,DGEL,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,14300,14300,1,ASN,0,0,0,0,65619,45.73,23321,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,65619,65613,45.73,26260,18.3,16032,11.17,23321,16.25,1479.307346,1434.928126
H1815,2026-01-16,2026-01-14,818302,0,1,DGEL,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,8700,9643,1,ASN,0,0,0,0,45530,31.73,16385,11.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.73,45530,45535,31.73,18100,12.61,11050,7.7,16385,11.42,1479.307346,1434.928126
A9629,2026-01-16,2026-01-14,809784,0,1,Dear My Muse,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,2000,3472,1,ASN,0,0,0,0,19228,13.4,7299,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,19228,19232,13.4,7410,5.16,4524,3.15,7299,5.09,1479.307346,1434.928126
S3143,2026-01-16,2026-01-15,823503,0,1,Antomars,WE_SHIP,SINGLE,JP,Japan,UPS,WORLDWIDE_SAVER,1800,4914,1,ASN,0,0,0,0,30281,21.3,11115,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,30281,30280,21.3,11900,8.37,7265,5.11,11115,7.82,1465.619516,1421.650931
D5496,2026-01-16,2026-01-14,818217,0,1,Dear My Muse,WE_SHIP,SINGLE,CH,Swiss,DHL_EXPRESS,WORLDWIDE_NON_DOC,100,269,1,ASN,0,0,2152,1.5,39274,27.37,9019,6.29,0,0,1.5,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.37,39274,39278,27.37,22889,15.95,9522,6.64,6867,4.79,1479.307346,1434.928126
D5964,2026-01-16,2026-01-15,823075,0,1,asd,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_CONNECT_PLUS,3200,7038,1,ASN,0,0,0,0,135981,95.65,29419,20.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.65,135981,135978,95.65,72820,51.22,33739,23.73,29419,20.69,1465.619516,1421.650931
Q3563,2026-01-16,2026-01-14,823218,0,1,AUDIO COMICS SHOP ,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,500,739,1,ASN,0,0,0,0,47166,32.87,10205,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.87,47166,47169,32.87,25260,17.6,11703,8.16,10205,7.11,1479.307346,1434.928126
K3570,2026-01-16,2026-01-14,823349,0,1,Dunst,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,1700,4723,1,ASN,0,0,0,0,92596,64.53,20034,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.53,92596,92600,64.53,49590,34.56,22976,16.01,20034,13.96,1479.307346,1434.928126
P7945,2026-01-16,2026-01-14,756421,0,1,Weverse,WE_SHIP,SINGLE,NL,Netherlands,FEDEX,INTERNATIONAL_PRIORITY,2400,2495,1,ASN,0,0,41613,29,71818,50.05,57151,39.83,29,41613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.05,71818,71817,50.05,38460,26.8,17819,12.42,15538,10.83,1479.307346,1434.928126
L8241,2026-01-16,2026-01-14,808935,0,1,RIN,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,1600,1600,1,ASN,0,0,0,0,58315,40.64,12617,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.64,58315,58316,40.64,31230,21.76,14469,10.08,12617,8.79,1479.307346,1434.928126
Q7470,2026-01-16,2026-01-15,783222,0,1,Weverse,WE_SHIP,SINGLE,BR,Brazil,KOREAPOST,EMS,3400,3400,1,ASN,0,0,0,0,108060,76.01,18010,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.01,108060,108060,76.01,90050,63.34,0,0,18010,12.67,1465.619516,1421.650931
A5717,2026-01-16,2026-01-14,802843,0,1,WEVERSE SHOP,WE_SHIP,SINGLE,CL,Chile,KOREAPOST,EMS,300,1037,1,ASN,0,0,0,0,54843,38.22,9140,6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.22,54843,54840,38.22,45700,31.85,0,0,9140,6.37,1479.307346,1434.928126
A9629,2026-01-16,2026-01-14,773802,0,1,KTOWN ,WE_SHIP,SINGLE,SG,Singapore,ETOMARS,EPARCEL,800,952,1,ASN,0,0,7175,5,12125,8.45,11999,8.36,5,7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45,12125,12864,8.96,8040,5.6,0,0,4824,3.36,1479.307346,1434.928126
O0959,2026-01-16,2026-01-14,783317,0,1,Weverse Global,WE_SHIP,SINGLE,CA,Canada,KOREAPOST,KPACKET,400,860,1,ASN,0,0,0,0,27450,19.13,6336,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.13,27450,27456,19.13,21120,14.72,0,0,6336,4.42,1479.307346,1434.928126
K6978,2026-01-16,2026-01-15,823183,0,1,ASMAMA,WE_SHIP,SINGLE,JP,Japan,KOREAPOST,KPACKET,100,627,1,ASN,0,0,0,0,13762,9.68,3177,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,13762,13767,9.68,10590,7.45,0,0,3177,2.23,1465.619516,1421.650931
K6978,2026-01-16,2026-01-15,823185,0,1,ASMAMA,WE_SHIP,SINGLE,JP,Japan,KOREAPOST,KPACKET,100,627,1,ASN,0,0,0,0,13762,9.68,3177,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,13762,13767,9.68,10590,7.45,0,0,3177,2.23,1465.619516,1421.650931
G0429,2026-01-16,2026-01-15,778047,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,1700,1700,1,ASN,0,0,4265,3,36920,25.97,12785,8.99,3,4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.97,36920,36920,25.97,28400,19.98,0,0,8520,5.99,1465.619516,1421.650931
B7508,2026-01-16,2026-01-15,795149,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,200,898,1,ASN,0,0,0,0,24836,17.47,5730,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,24836,24830,17.47,19100,13.44,0,0,5730,4.03,1465.619516,1421.650931
G8163,2026-01-16,2026-01-15,823362,0,1,weverse,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,600,1740,1,ASN,0,0,0,0,35101,24.69,8100,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.69,35101,35100,24.69,27000,18.99,0,0,8100,5.7,1465.619516,1421.650931
I3782,2026-01-16,2026-01-11,781200,0,1,Makestar,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,700,1040,1,ASN,0,0,0,0,26392,18.67,6090,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.67,26392,26390,18.67,20300,14.36,0,0,6090,4.31,1457.330383,1413.610472
J7257,2026-01-16,2026-01-14,804486,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,400,986,1,ASN,0,0,0,0,26388,18.39,6090,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,26388,26390,18.39,20300,14.15,0,0,6090,4.24,1479.307346,1434.928126
B4740,2026-01-16,2026-01-14,808607,0,1,weverse,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,2100,2100,1,ASN,0,0,0,0,49275,34.34,11370,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.34,49275,49270,34.34,37900,26.41,0,0,11370,7.92,1479.307346,1434.928126
S3143,2026-02-12,2026-02-11,854629,0,1,ANTOMARS,WE_SHIP,SINGLE,JP,Japan,UPS,WORLDWIDE_SAVER,3100,7022,1,ASN,0,0,0,0,44951,31.8,16181,11.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,44951,44945,31.8,17860,12.63,10904,7.71,16181,11.45,1457.269896,1413.551799
D2416,2026-02-12,2026-02-10,853705,0,1,Weverse,WE_SHIP,SINGLE,AU,Australia,UPS,WORLDWIDE_SAVER,600,1632,1,ASN,0,0,0,0,28796,20.35,10603,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.35,28796,28799,20.35,11298,7.98,6897,4.87,10603,7.49,1458.809889,1415.045592
S0712,2026-02-12,2026-02-11,854551,0,1,WEVERSE SHOP,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,2100,3805,1,ASN,0,0,0,0,19479,13.78,7384,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.78,19479,19478,13.78,7510,5.31,4585,3.24,7384,5.22,1457.269896,1413.551799
A7624,2026-02-12,2026-02-11,849995,0,1,Weverse Shop,WE_SHIP,SINGLE,PH,Philippines,UPS,WORLDWIDE_SAVER,300,1080,1,ASN,0,0,0,0,18404,13.02,7010,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.02,18404,18398,13.02,7071,5,4317,3.05,7010,4.96,1457.269896,1413.551799
H9272,2026-02-12,2026-02-11,855386,0,1,soundwave,WE_SHIP,SINGLE,AU,Australia,UPS,WORLDWIDE_SAVER,5300,5300,1,ASN,0,0,0,0,77335,54.71,27372,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.71,77335,77339,54.71,31026,21.95,18941,13.4,27372,19.36,1457.269896,1413.551799
B2438,2026-02-12,2026-02-11,838627,0,1,Selena,WE_SHIP,SINGLE,AU,Australia,UPS,WORLDWIDE_SAVER,6100,6100,1,ASN,0,0,0,0,91188,64.51,32155,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.51,91188,91185,64.51,36653,25.93,22377,15.83,32155,22.75,1457.269896,1413.551799
B9876,2026-02-12,2026-02-11,853281,0,1,Makestar,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,3300,3300,1,ASN,0,0,0,0,19238,13.61,7299,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.61,19238,19232,13.61,7410,5.24,4524,3.2,7299,5.16,1457.269896,1413.551799
P0319,2026-02-12,2026-02-04,840095,0,1,MusicPlant,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,7300,7300,1,ASN,0,0,0,0,34411,24.45,12540,8.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.45,34411,34406,24.45,13577,9.65,8289,5.89,12540,8.91,1450.929651,1407.401761
L2526,2026-02-12,2026-02-11,855641,0,1,MAKESTAR,WE_SHIP,SINGLE,GB,United Kingdom,DHL_EXPRESS,WORLDWIDE_NON_DOC,1000,1306,1,ASN,0,0,0,0,56387,39.89,9858,6.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.89,56387,56386,39.89,32859,23.25,13669,9.67,9858,6.97,1457.269896,1413.551799
I4689,2026-02-12,2026-02-11,820743,0,1,Kpopmart,WE_SHIP,SINGLE,IL,Israel,DHL_EXPRESS,WORLDWIDE_NON_DOC,600,983,1,ASN,0,0,0,0,49517,35.03,8656,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.03,49517,49512,35.03,28853,20.41,12003,8.49,8656,6.12,1457.269896,1413.551799
H7253,2026-02-12,2026-02-12,852440,0,1,iHerb,WE_SHIP,SINGLE,SA,Saudi Arabia,ARAMEX,EXPRESS,400,470,1,ASN,0,0,0,0,29462,20.95,6949,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.95,29462,29462,20.95,17200,12.23,5313,3.78,6949,4.94,1449.800773,1406.30675
M6453,2026-02-12,2026-02-11,851959,0,1,Member sweet merch enhypen,WE_SHIP,SINGLE,SA,Saudi Arabia,ARAMEX,EXPRESS,700,1540,1,ASN,0,0,0,0,57192,40.46,13490,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.46,57192,57193,40.46,33390,23.62,10314,7.3,13490,9.54,1457.269896,1413.551799
C7384,2026-02-12,2026-02-11,827748,0,1,WeverseShop,WE_SHIP,SINGLE,AE,United Arab Emirates : UAE,ARAMEX,EXPRESS,300,1037,1,ASN,0,0,0,0,34137,24.15,8052,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.15,34137,34138,24.15,19930,14.1,6156,4.35,8052,5.7,1457.269896,1413.551799
R7742,2026-02-12,2026-02-06,844884,0,1,null,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,6300,6300,1,ASN,0,0,2175,1.5,136213,93.94,31210,21.52,0,0,1.5,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.94,136213,134204,92.55,71870,49.57,33299,22.96,29035,20.02,1450,1450
C7912,2026-02-12,2026-02-11,854505,0,1,Weverse Shop,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,600,1734,1,ASN,0,0,0,0,62818,44.44,13591,9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44,62818,62817,44.44,33640,23.8,15586,11.03,13591,9.61,1457.269896,1413.551799
B8691,2026-02-12,2026-02-11,808652,0,1,GMARKET,WE_SHIP,SINGLE,IT,Italia,FEDEX,INTERNATIONAL_PRIORITY,1400,2203,1,ASN,0,0,0,0,71823,50.81,15538,10.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.81,71823,71817,50.81,38460,27.21,17819,12.61,15538,10.99,1457.269896,1413.551799
G0429,2026-02-12,2026-01-15,791085,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,1700,2570,1,ASN,0,0,0,0,49274,34.66,14726,10.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.66,49274,68064,47.88,36450,25.64,16888,11.88,14726,10.36,1465.619516,1421.650931
D1532,2026-02-12,2026-02-11,854328,0,1,Weverse,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_CONNECT_PLUS,600,1632,1,ASN,0,0,0,0,55510,39.27,12011,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.27,55510,55515,39.27,29730,21.03,13775,9.74,12011,8.5,1457.269896,1413.551799
H2421,2026-02-12,2026-01-27,836963,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,9200,9200,1,ASN,0,0,0,0,165536,117.81,35815,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.81,165536,165538,117.81,88650,63.09,41073,29.23,35815,25.49,1448.570226,1405.113119
H2421,2026-02-12,2026-01-27,837372,0,1,Weverse shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,6500,6500,1,ASN,0,0,0,0,126067,89.72,27274,19.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.72,126067,126063,89.72,67510,48.05,31279,22.26,27274,19.41,1448.570226,1405.113119
H2421,2026-02-12,2026-02-05,848751,0,1,Weverse shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,4400,4400,1,ASN,0,0,0,0,87950,62.07,19028,13.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.07,87950,87951,62.07,47100,33.24,21822,15.4,19028,13.43,1460.779619,1416.95623
L2526,2026-02-12,2026-02-11,855056,0,1,EVERLINE,WE_SHIP,SINGLE,GB,United Kingdom,KOREAPOST,EMS,1800,2016,1,ASN,0,0,0,0,68034,48.13,11340,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.13,68034,68040,48.13,56700,40.11,0,0,11340,8.02,1457.269896,1413.551799
T8073,2026-02-12,2026-02-11,855503,0,1,Avouavou,WE_SHIP,SINGLE,CA,Canada,KOREAPOST,EMS,1500,3643,1,ASN,0,0,0,0,89223,63.12,14870,10.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.12,89223,89220,63.12,74350,52.6,0,0,14870,10.52,1457.269896,1413.551799
I3263,2026-02-12,2026-02-11,843501,0,1,Weverse Shop,WE_SHIP,SINGLE,PH,Philippines,KOREAPOST,EMS,1000,2016,1,ASN,0,0,0,0,32582,23.05,5430,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.05,32582,32580,23.05,27150,19.21,0,0,5430,3.84,1457.269896,1413.551799
T7174,2026-02-12,2026-02-11,855323,0,1,이칠입니다 (Witchform),WE_SHIP,SINGLE,SG,Singapore,ETOMARS,EPARCEL,100,100,1,ASN,0,0,0,0,6983,4.94,3012,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94,6983,8032,5.68,5020,3.55,0,0,3012,2.13,1457.269896,1413.551799
B9876,2026-02-12,2026-02-11,855453,0,1,Makestar,WE_SHIP,SINGLE,SG,Singapore,ETOMARS,EPARCEL,200,265,1,ASN,0,0,0,0,8609,6.09,3228,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09,8609,8608,6.09,5380,3.81,0,0,3228,2.28,1457.269896,1413.551799
L9456,2026-02-12,2026-02-11,854331,0,1,Weverse Shop,WE_SHIP,SINGLE,BR,Brazil,KOREAPOST,KPACKET,600,1734,1,ASN,0,0,0,0,50195,35.51,11583,8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.51,50195,50193,35.51,38610,27.31,0,0,11583,8.19,1457.269896,1413.551799
T8479,2026-02-12,2026-02-12,856225,0,1,"Weverse company,Ltd",WE_SHIP,SINGLE,BR,Brazil,KOREAPOST,KPACKET,600,1734,1,ASN,0,0,0,0,50191,35.69,11583,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.69,50191,50193,35.69,38610,27.45,0,0,11583,8.24,1449.800773,1406.30675
G4106,2026-02-12,2026-02-09,838311,0,1,null,WE_SHIP,SINGLE,CL,Chile,KOREAPOST,KPACKET,100,187,1,ASN,0,0,2175,1.5,13804,9.52,5295,3.65,0,0,1.5,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,13804,13520,9.32,10400,7.17,0,0,3120,2.15,1450,1450
B4559,2026-02-12,2026-02-11,853682,0,1,Weverse Shop,WE_SHIP,SINGLE,BR,Brazil,KOREAPOST,KPACKET,500,1632,1,ASN,0,0,0,0,46845,33.14,10809,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.14,46845,46839,33.14,36030,25.49,0,0,10809,7.65,1457.269896,1413.551799
Q0376,2026-02-12,2026-02-11,854983,0,1,Superstar Store,WE_SHIP,SINGLE,SE,Sweden,KOREAPOST,KPACKET,100,326,1,ASN,0,0,0,0,16185,11.45,3735,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,16185,16185,11.45,12450,8.81,0,0,3735,2.64,1457.269896,1413.551799
A7899,2026-02-12,2026-02-11,855009,0,1,Gallery Nucleus,WE_SHIP,SINGLE,RU,Russia,KOREAPOST,KPACKET,900,900,1,ASN,0,0,0,0,30024,21.24,7518,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,30024,32578,23.05,25060,17.73,0,0,7518,5.32,1457.269896,1413.551799
B9519,2026-02-12,2026-02-11,808642,0,1,weverse shop,WE_SHIP,SINGLE,BR,Brazil,KOREAPOST,KPACKET,1500,1595,1,ASN,0,0,0,0,50195,35.51,11583,8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.51,50195,50193,35.51,38610,27.31,0,0,11583,8.19,1457.269896,1413.551799
F1677,2026-02-12,2026-02-11,808216,0,1,B.stage,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,1000,1637,1,ASN,0,0,0,0,33544,23.73,7740,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.73,33544,33540,23.73,25800,18.25,0,0,7740,5.48,1457.269896,1413.551799
S7448,2026-02-12,2026-02-11,832011,0,1,WEVERSE,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,1800,4594,1,ASN,0,0,0,0,70070,49.57,16170,11.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.57,70070,70070,49.57,53900,38.13,0,0,16170,11.44,1457.269896,1413.551799
L6008,2026-02-12,2026-02-11,831103,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,400,1173,1,ASN,0,0,0,0,27946,19.77,6450,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77,27946,27950,19.77,21500,15.21,0,0,6450,4.56,1457.269896,1413.551799
G5662,2026-02-12,2026-02-11,808962,0,1,Gmarket,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,2800,3827,1,ASN,0,0,0,0,63440,44.88,14640,10.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.88,63440,63440,44.88,48800,34.52,0,0,14640,10.36,1457.269896,1413.551799
I3782,2026-02-12,2026-02-11,812047,0,1,Makestar,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,800,2475,1,ASN,0,0,0,0,49276,34.86,11370,8.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.86,49276,49270,34.86,37900,26.81,0,0,11370,8.04,1457.269896,1413.551799
